GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With Social Security income,Margin of Error; Total: - With Social Security income,Estimate; Total: - No Social Security income,Margin of Error; Total: - No Social Security income
0400000US09,09,Connecticut,1354713,3509,407988,2503,946725,3508
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",7210,209,1737,198,5473,209
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",50357,772,13051,555,37306,798
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",6042,246,1779,198,4263,225
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29426,662,7427,445,21999,672
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6618,172,1597,131,5021,199
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2672,117,831,126,1841,147
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20155,343,5850,380,14305,324
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22113,449,6415,329,15698,493
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6844,218,1763,232,5081,260
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",7018,194,2207,248,4811,242
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",4795,160,1559,145,3236,181
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",9796,258,3038,214,6758,264
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",33184,608,8787,421,24397,594
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",3496,142,1113,145,2383,149
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",8909,221,2409,193,6500,217
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",15803,323,5262,286,10541,363
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",1430,84,491,80,939,86
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",47708,717,11314,480,36394,738
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",20540,488,7217,391,13323,370
