GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With Social Security income,Margin of Error; Total: - With Social Security income,Estimate; Total: - No Social Security income,Margin of Error; Total: - No Social Security income
0400000US09,09,Connecticut,1360115,3316,387729,2456,972386,3428
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,92,0,92,0,92
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",6740,209,1680,175,5060,215
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",51014,869,13298,623,37716,861
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",5872,134,1570,128,4302,145
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29465,751,7156,471,22309,626
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6557,167,1696,153,4861,144
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2507,105,653,74,1854,100
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",19765,389,5739,324,14026,350
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22249,471,6476,327,15773,439
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6534,194,1991,164,4543,199
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",6681,189,1918,170,4763,216
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",4741,188,1268,154,3473,217
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",8946,293,2377,221,6569,272
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",36463,662,8745,429,27718,600
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",3545,164,1172,122,2373,154
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",8596,220,2253,213,6343,186
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",14912,278,4995,298,9917,338
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",1329,78,490,86,839,88
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",45478,743,10754,500,34724,688
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",19922,471,6681,311,13241,418
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",12193,263,4278,231,7915,288
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",3221,118,740,94,2481,119
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",9432,282,2800,210,6632,246
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",5977,155,1504,128,4473,172
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",6993,185,1863,164,5130,212
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",7426,206,2380,200,5046,217
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",8500,343,3020,262,5480,279
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",25127,474,7572,377,17555,480
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",3313,141,723,118,2590,168
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",4082,139,1154,137,2928,179
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",2021,106,511,89,1510,115
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",20246,467,5893,359,14353,489
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",4413,248,1318,197,3095,185
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",16466,375,5166,266,11300,351
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",10545,276,3284,238,7261,313
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",12769,273,3458,251,9311,298
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",4303,125,1032,126,3271,143
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",46048,826,11133,497,34915,782
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",766,58,197,35,569,51
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",24521,390,6313,394,18208,437
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",2220,99,486,75,1734,111
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",28659,637,7821,485,20838,643
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",12615,295,4035,222,8580,280
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",7596,249,2591,239,5005,273
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",7952,326,2331,261,5621,277
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",8558,182,1982,168,6576,177
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",16857,244,5848,306,11009,312
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",9445,225,2593,207,6852,222
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",5032,228,1471,131,3561,205
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",24942,394,7170,325,17772,437
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",11146,235,4279,266,6867,276
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",10703,275,3008,240,7695,318
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",5174,258,1599,169,3575,226
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",1444,112,363,76,1081,99
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",1402,96,511,114,891,104
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",753,45,310,45,443,46
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",595,64,229,42,366,52
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",569,37,192,38,377,43
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",618,57,234,34,384,58
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",1247,92,335,74,912,90
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",2113,81,615,83,1498,104
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",1241,104,438,76,803,90
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",3374,201,991,107,2383,198
0600000US0900549460,0900549460,"Morris town, Litchfield County, Connecticut",963,75,289,61,674,80
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",2635,143,750,107,1885,134
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",10760,273,2334,213,8426,304
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",620,60,212,36,408,60
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",1404,118,619,135,785,111
0600000US0900560750,0900560750,"Plymouth town, Litchfield County, Connecticut",4666,184,1243,147,3423,170
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",984,87,349,67,635,72
0600000US0900566420,0900566420,"Salisbury town, Litchfield County, Connecticut",1492,121,542,127,950,101
0600000US0900567960,0900567960,"Sharon town, Litchfield County, Connecticut",1251,127,541,126,710,120
0600000US0900575730,0900575730,"Thomaston town, Litchfield County, Connecticut",3245,138,960,133,2285,153
0600000US0900576570,0900576570,"Torrington town, Litchfield County, Connecticut",15560,402,4807,313,10753,372
0600000US0900579510,0900579510,"Warren town, Litchfield County, Connecticut",596,53,170,30,426,48
0600000US0900579720,0900579720,"Washington town, Litchfield County, Connecticut",1455,137,442,100,1013,141
0600000US0900580490,0900580490,"Watertown town, Litchfield County, Connecticut",8632,277,2878,262,5754,281
0600000US0900586440,0900586440,"Winchester town, Litchfield County, Connecticut",4626,231,1456,199,3170,216
0600000US0900587910,0900587910,"Woodbury town, Litchfield County, Connecticut",4232,180,1320,195,2912,196
0600000US0900700000,0900700000,"County subdivisions not defined, Middlesex County, Connecticut",0,92,0,92,0,92
0600000US0900714300,0900714300,"Chester town, Middlesex County, Connecticut",1600,107,489,90,1111,109
0600000US0900715350,0900715350,"Clinton town, Middlesex County, Connecticut",5478,146,1648,167,3830,183
0600000US0900718080,0900718080,"Cromwell town, Middlesex County, Connecticut",5733,173,1621,202,4112,207
0600000US0900719130,0900719130,"Deep River town, Middlesex County, Connecticut",1846,110,567,97,1279,128
0600000US0900720810,0900720810,"Durham town, Middlesex County, Connecticut",2526,121,655,116,1871,148
0600000US0900722280,0900722280,"East Haddam town, Middlesex County, Connecticut",3546,159,1046,165,2500,180
0600000US0900722490,0900722490,"East Hampton town, Middlesex County, Connecticut",4789,174,1136,165,3653,209
0600000US0900726270,0900726270,"Essex town, Middlesex County, Connecticut",2959,162,1024,157,1935,175
0600000US0900735230,0900735230,"Haddam town, Middlesex County, Connecticut",3221,171,888,125,2333,182
0600000US0900740710,0900740710,"Killingworth town, Middlesex County, Connecticut",2452,100,835,107,1617,99
0600000US0900747080,0900747080,"Middlefield town, Middlesex County, Connecticut",1700,109,524,105,1176,95
0600000US0900747360,0900747360,"Middletown town, Middlesex County, Connecticut",19875,496,5101,313,14774,455
0600000US0900757320,0900757320,"Old Saybrook town, Middlesex County, Connecticut",4572,186,1956,165,2616,170
0600000US0900761800,0900761800,"Portland town, Middlesex County, Connecticut",3646,159,1041,133,2605,163
0600000US0900781680,0900781680,"Westbrook town, Middlesex County, Connecticut",2855,180,1170,173,1685,164
0600000US0900900000,0900900000,"County subdivisions not defined, New Haven County, Connecticut",0,92,0,92,0,92
0600000US0900901220,0900901220,"Ansonia town, New Haven County, Connecticut",7550,295,2398,218,5152,310
0600000US0900903250,0900903250,"Beacon Falls town, New Haven County, Connecticut",2269,125,559,86,1710,126
0600000US0900904580,0900904580,"Bethany town, New Haven County, Connecticut",1916,79,488,80,1428,103
0600000US0900907310,0900907310,"Branford town, New Haven County, Connecticut",12414,316,4199,308,8215,300
0600000US0900914160,0900914160,"Cheshire town, New Haven County, Connecticut",9367,297,2709,209,6658,257
0600000US0900919550,0900919550,"Derby town, New Haven County, Connecticut",5187,330,1488,227,3699,326
0600000US0900922910,0900922910,"East Haven town, New Haven County, Connecticut",11492,377,3764,253,7728,357
0600000US0900934950,0900934950,"Guilford town, New Haven County, Connecticut",8778,230,2576,189,6202,232
0600000US0900935650,0900935650,"Hamden town, New Haven County, Connecticut",23247,658,7208,404,16039,590
0600000US0900944560,0900944560,"Madison town, New Haven County, Connecticut",6739,206,2272,171,4467,192
0600000US0900946520,0900946520,"Meriden town, New Haven County, Connecticut",23783,558,6561,387,17222,538
0600000US0900946940,0900946940,"Middlebury town, New Haven County, Connecticut",2672,129,788,110,1884,128
0600000US0900947535,0900947535,"Milford town, New Haven County, Connecticut",20818,381,6346,343,14472,436
0600000US0900949950,0900949950,"Naugatuck town, New Haven County, Connecticut",12386,379,3446,335,8940,460
0600000US0900952070,0900952070,"New Haven town, New Haven County, Connecticut",49247,1027,11091,526,38156,968
0600000US0900953890,0900953890,"North Branford town, New Haven County, Connecticut",5596,205,1729,184,3867,243
0600000US0900954870,0900954870,"North Haven town, New Haven County, Connecticut",8954,255,3536,239,5418,260
0600000US0900957600,0900957600,"Orange town, New Haven County, Connecticut",4928,146,1717,128,3211,132
0600000US0900958300,0900958300,"Oxford town, New Haven County, Connecticut",4360,125,1141,161,3219,193
0600000US0900962290,0900962290,"Prospect town, New Haven County, Connecticut",3339,152,961,119,2378,171
0600000US0900967610,0900967610,"Seymour town, New Haven County, Connecticut",6288,236,1630,176,4658,248
0600000US0900969640,0900969640,"Southbury town, New Haven County, Connecticut",8196,333,3567,238,4629,268
0600000US0900978740,0900978740,"Wallingford town, New Haven County, Connecticut",17506,464,5131,284,12375,415
0600000US0900980070,0900980070,"Waterbury town, New Haven County, Connecticut",42599,791,12139,548,30460,780
0600000US0900982870,0900982870,"West Haven town, New Haven County, Connecticut",21535,588,6103,447,15432,529
0600000US0900987560,0900987560,"Wolcott town, New Haven County, Connecticut",5896,198,1853,185,4043,204
0600000US0900987700,0900987700,"Woodbridge town, New Haven County, Connecticut",3334,114,1182,152,2152,137
0600000US0901100000,0901100000,"County subdivisions not defined, New London County, Connecticut",0,92,0,92,0,92
0600000US0901106820,0901106820,"Bozrah town, New London County, Connecticut",1050,62,263,39,787,66
0600000US0901115910,0901115910,"Colchester town, New London County, Connecticut",5939,188,1365,198,4574,216
0600000US0901123400,0901123400,"East Lyme town, New London County, Connecticut",6922,222,2305,194,4617,204
0600000US0901129910,0901129910,"Franklin town, New London County, Connecticut",749,49,225,30,524,45
