GEO.id,GEO.id2,GEO.display-label,B19055_001E,B19055_001M,B19055_002E,B19055_002M,B19055_003E,B19055_003M
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",679,54,321,39,358,51
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",1358,114,538,96,820,108
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",888,65,381,50,507,61
0600000US0900586440,0900586440,"Winchester town, Litchfield County, Connecticut",4559,225,1918,247,2641,244
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",2598,160,864,142,1734,146
0600000US0900579720,0900579720,"Washington town, Litchfield County, Connecticut",1394,134,634,96,760,90
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",1364,79,465,89,899,98
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",16472,380,5180,247,11292,349
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",12394,324,4330,275,8064,314
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",9279,244,2786,202,6493,240
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",9847,254,3329,241,6518,248
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",24491,384,7165,333,17326,394
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",5253,207,1862,185,3391,218
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",4802,237,1328,204,3474,250
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",24460,583,8098,428,16362,584
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",10455,248,3307,194,7148,261
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",17028,339,6464,301,10564,328
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",6968,221,2220,214,4748,214
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",10843,272,3857,246,6986,313
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",8243,258,2979,253,5264,260
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",4193,142,1234,138,2959,149
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",782,58,246,35,536,52
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",45879,833,11131,623,34748,788
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",23942,456,6342,370,17600,434
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",8613,301,3719,248,4894,311
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",5032,168,1422,147,3610,159
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",2350,122,836,147,1514,158
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",910,61,321,64,589,60
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",1839,93,600,80,1239,102
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",5710,206,2106,209,3604,250
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",1780,106,526,77,1254,122
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",3043,224,799,147,2244,229
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",634,50,239,50,395,56
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",1665,132,502,106,1163,128
0600000US0901509190,0901509190,"Brooklyn town, Windham County, Connecticut",3126,162,1204,157,1922,175
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",6875,340,2111,270,4764,327
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",3949,224,1368,184,2581,205
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",1405,96,383,90,1022,124
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",698,48,212,33,486,45
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",773,46,317,44,456,48
0600000US0901115910,0901115910,"Colchester town, New London County, Connecticut",5973,215,1491,145,4482,226
0600000US0901142600,0901142600,"Ledyard town, New London County, Connecticut",5795,259,1659,184,4136,223
0600000US0901152350,0901152350,"New London town, New London County, Connecticut",10975,472,2474,235,8501,449
0600000US0901106820,0901106820,"Bozrah town, New London County, Connecticut",989,54,397,51,592,62
0600000US0901162150,0901162150,"Preston town, New London County, Connecticut",1835,116,641,97,1194,123
0600000US0901100000,0901100000,"County subdivisions not defined, New London County, Connecticut",0,12,0,12,0,12
0600000US0901129910,0901129910,"Franklin town, New London County, Connecticut",722,43,248,29,474,38
0600000US0901142390,0901142390,"Lebanon town, New London County, Connecticut",2847,128,957,173,1890,193
0600000US0901166210,0901166210,"Salem town, New London County, Connecticut",1604,108,497,79,1107,96
0600000US0901171670,0901171670,"Sprague town, New London County, Connecticut",1187,85,389,54,798,88
0600000US0901134250,0901134250,"Groton town, New London County, Connecticut",15703,397,4289,270,11414,402
0600000US0901133900,0901133900,"Griswold town, New London County, Connecticut",4564,222,1385,198,3179,233
0600000US0900781680,0900781680,"Westbrook town, Middlesex County, Connecticut",3077,214,1128,172,1949,241
0600000US0900720810,0900720810,"Durham town, Middlesex County, Connecticut",2665,185,943,150,1722,194
0600000US0900761800,0900761800,"Portland town, Middlesex County, Connecticut",3842,147,1311,171,2531,166
0600000US0900747080,0900747080,"Middlefield town, Middlesex County, Connecticut",1827,113,632,98,1195,114
0600000US0900722490,0900722490,"East Hampton town, Middlesex County, Connecticut",4975,194,1643,186,3332,239
0600000US0901306260,0901306260,"Bolton town, Tolland County, Connecticut",1803,103,636,80,1167,99
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",16351,355,5533,327,10818,324
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29736,623,8135,502,21601,539
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",12427,265,4620,281,7807,283
0600000US0900922910,0900922910,"East Haven town, New Haven County, Connecticut",11113,364,4002,294,7111,360
0600000US0900946940,0900946940,"Middlebury town, New Haven County, Connecticut",2699,136,1055,117,1644,138
0600000US0900901220,0900901220,"Ansonia town, New Haven County, Connecticut",7452,305,2563,292,4889,325
0600000US0900958300,0900958300,"Oxford town, New Haven County, Connecticut",4510,176,1665,197,2845,193
0600000US0900919550,0900919550,"Derby town, New Haven County, Connecticut",5011,335,1406,215,3605,349
0600000US0900969640,0900969640,"Southbury town, New Haven County, Connecticut",7900,243,3770,273,4130,232
0600000US0900967610,0900967610,"Seymour town, New Haven County, Connecticut",6239,264,1776,207,4463,294
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",1937,87,718,74,1219,89
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",4076,170,1225,165,2851,212
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",7722,279,2547,242,5175,301
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",10844,285,3627,294,7217,319
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",28383,660,7373,481,21010,649
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",2125,118,713,127,1412,122
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",3367,134,1025,111,2342,145
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",19060,431,5650,359,13410,465
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",13562,240,4221,246,9341,268
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",8599,343,2639,258,5960,303
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",3551,198,1254,172,2297,161
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",8491,353,2638,282,5853,308
0400000US09,09,Connecticut,1367374,3671,425089,2420,942285,3597
