GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With Social Security income,Margin of Error; Total: - With Social Security income,Estimate; Total: - No Social Security income,Margin of Error; Total: - No Social Security income
0400000US09,09,Connecticut,1360184,3254,391495,2413,968689,3281
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",6838,187,1692,199,5146,225
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",50824,813,13271,622,37553,782
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",5833,206,1428,155,4405,193
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29344,614,7096,459,22248,563
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6627,177,1733,166,4894,129
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2527,93,754,100,1773,110
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20227,348,5768,257,14459,352
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22209,345,6551,364,15658,406
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6530,196,1928,160,4602,223
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",6770,212,2074,188,4696,220
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",4781,159,1387,147,3394,184
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",9107,202,2421,213,6686,228
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",36717,714,9332,507,27385,735
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",3519,118,1149,146,2370,139
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",8641,184,2229,212,6412,215
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",15019,298,5103,252,9916,378
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",1350,78,438,71,912,92
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",45196,813,10900,498,34296,805
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",20169,462,6772,379,13397,430
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",12140,299,4201,238,7939,313
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",3213,119,750,96,2463,111
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",9382,267,2800,221,6582,245
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",6005,156,1482,153,4523,169
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",7115,169,1923,185,5192,191
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",7619,203,2507,194,5112,237
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",8505,280,3120,224,5385,257
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",25231,500,7630,438,17601,512
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",3496,150,822,102,2674,184
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",4006,161,1165,130,2841,150
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",2129,97,473,81,1656,97
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",20339,497,6089,400,14250,512
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",4534,175,1375,155,3159,162
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",16400,389,4953,271,11447,399
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",10361,237,3235,248,7126,255
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",12866,313,3472,246,9394,314
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",4439,146,1023,118,3416,174
