GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With Social Security income,Margin of Error; Total: - With Social Security income,Estimate; Total: - No Social Security income,Margin of Error; Total: - No Social Security income
0400000US09,09,Connecticut,1352583,3661,401357,2641,951226,3279
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",7211,209,1728,201,5483,260
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",50367,792,12883,589,37484,729
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",5910,246,1607,184,4303,227
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",28894,639,7257,436,21637,543
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6555,151,1594,146,4961,164
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2682,107,820,105,1862,134
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20233,369,5643,294,14590,384
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22083,432,6316,329,15767,370
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6694,213,1869,163,4825,242
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",6857,186,2084,187,4773,210
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",4851,179,1569,142,3282,184
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",9714,305,2848,208,6866,324
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",34137,654,8736,496,25401,648
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",3528,148,1151,148,2377,148
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",8902,255,2431,209,6471,255
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",15392,368,5179,356,10213,438
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",1427,90,476,76,951,79
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",46974,771,11256,551,35718,770
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",20714,412,7338,322,13376,369
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",12123,264,4390,258,7733,265
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",3379,136,816,98,2563,121
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",9740,249,2737,202,7003,231
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",5953,162,1580,141,4373,149
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",7024,206,2076,187,4948,222
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",7911,237,2820,199,5091,234
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",8484,357,3508,268,4976,390
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",24921,456,7764,398,17157,469
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",3374,128,879,133,2495,196
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",4008,149,1161,139,2847,126
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",2145,92,572,105,1573,109
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",20225,445,6062,421,14163,434
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",4422,296,1330,201,3092,236
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",16225,491,4590,248,11635,388
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",10343,214,3398,235,6945,247
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",13121,274,3689,245,9432,304
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",4258,150,1130,137,3128,158
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",45239,852,10923,480,34316,802
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",763,56,253,37,510,48
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",24141,528,6374,416,17767,494
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",2289,144,711,128,1578,133
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",27858,641,7308,473,20550,549
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",12649,278,4140,229,8509,278
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",7462,233,2611,285,4851,300
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",7911,323,2189,223,5722,350
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",8805,215,2498,190,6307,224
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",17082,344,5749,309,11333,341
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",9602,301,2970,270,6632,254
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",4670,220,1380,151,3290,217
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",24935,430,7576,389,17359,414
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",10775,257,4022,250,6753,246
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",10746,257,3315,225,7431,269
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",4974,306,1672,184,3302,255
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",1450,94,396,75,1054,101
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",1285,80,428,70,857,86
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",753,42,339,38,414,36
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",536,61,208,35,328,50
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",599,54,221,41,378,45
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",568,54,253,44,315,51
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",1159,87,337,65,822,93
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",2025,88,773,92,1252,96
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",1104,139,342,82,762,115
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",3441,201,1198,114,2243,176
0600000US0900549460,0900549460,"Morris town, Litchfield County, Connecticut",917,73,231,38,686,75
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",2632,153,795,133,1837,131
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",10494,269,2922,235,7572,287
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",664,54,310,48,354,47
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",1304,88,467,98,837,100
